Nom_usuel,Service_AI,Sous-servi,Equipe_AIO,Code_posta,Adresse_si,Commune_si,NOM_COMM,insee,Code_AIOT,latitude,longitude,result_lab,result_sco,result_s_1,result_typ,result_id,result_hou,result_nam,result_str,result_pos,result_cit,result_con,result_c_1,result_old,result_o_1,result_dis,result_sta,Distance,Statut_IED,Statut_Sev,nb_points,groupe_id,X,Y
Casse-auto CRA AUTOMOBILE (ex. Racchini),DREAL PACA,UD 84,UnitA(c) risques accidentels,"84700",2872 route d'Orange - R.N. 7,SORGUES,SORGUES,"84129","6400422",44.032333000000001,4.876923000000000,2872 Avenue d'Orange 84700 Sorgues,"0.3551600731452455","0.3422584478935698",housenumber,84129_0910_02872,"2872",2872 Avenue d'Orange,Avenue d'Orange,"84700",Sorgues,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84129",,,,ok,139.195302601652628,Non,Non Seveso,"1","147",850441.286538076354191,6327713.763237690553069
SEVIA (ex GOMECO),DREAL PACA,UD 84,UnitA(c) dA(c)chets,"84700",200 avenue Marius Bucchi ZI Le Fournalet IV,SORGUES,SORGUES,"84129","6408012",44.020479999999999,4.882084000000000,200 Avenue Marius Bucchi 84700 Sorgues,"0.47915270396270393","0.3117697885835095",housenumber,84129_0174_00200,"200",200 Avenue Marius Bucchi,Avenue Marius Bucchi,"84700",Sorgues,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84129",,,,ok,126.887328993280093,Oui,Non Seveso,"1","153",850886.266498164739460,6326406.990078350529075
SEYFERT PROVENCE (cartons),DREAL PACA,UD 84,UnitA(c) risques chroniques,"84700",Impasse Gutemberg  ZI du Fournalet,SORGUES,SORGUES,"84129","6400421",44.012878000000001,4.888926000000000,Impasse Gutenberg 84700 Sorgues,"0.3850835198135198","0.3574048115299335",street,84129_0681,,Impasse Gutenberg,Impasse Gutenberg,"84700",Sorgues,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84129",,,,ok,169.139553671946629,Non,Non Seveso,"1","161",851454.887761258403771,6325575.662384682334960
SOCIETE OGIER,DDPP 84,SSPAE 84,SSPAE,"84700",ZI du fournalet,SORGUES,SORGUES,"84129","6405548",44.013595000000002,4.881185000000000,Chemin du Fournalet 84700 Sorgues,"0.49578043771043767","0.2701963636363636",street,84129_0540,,Chemin du Fournalet,Chemin du Fournalet,"84700",Sorgues,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84129",,,,ok,531.255949366509640,Non,Non Seveso,"1","152",850832.430983731639571,6325640.489355112425983
SOPREMA SAS,DREAL PACA,UD 84,UnitA(c) risques accidentels,"84700","162 allA(c)e de la traille Parc d'activitA(c)s des BecassiA""res",SORGUES,SORGUES,"84129","6406615",43.992092999999997,4.872689000000000,"AllA(c)e des BA(c)cassiA""res 84700 Sorgues","0.4127396342737722","0.396079748549323",street,84129_0119,,"AllA(c)e des BA(c)cassiA""res","AllA(c)e des BA(c)cassiA""res","84700",Sorgues,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84129",,,,ok,561.503858254522243,Non,Non Seveso,"1","142",850208.009941131342202,6323235.837423548102379
STE LES VINS BOUACHON - Vins SKALLI,DDPP 84,SSPAE 84,SSPAE,"84700",Chai du Petit Bois 1266  route de Chateauneuf du Pape,SORGUES,SORGUES,"84129","6405541",44.027940000000001,4.865768000000000,1266 Route de ChAC/teauneuf-du-pape 84700 Sorgues,"0.4624111255411255","0.3556812121212121",housenumber,84129_0280_01266,"1266",1266 Route de ChAC/teauneuf-du-pape,Route de ChAC/teauneuf-du-pape,"84700",Sorgues,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84129",,,,ok,36.630039775532261,Non,Non Seveso,"1","136",849558.877275389269926,6327204.602123189717531
Casse-auto SUD OCCASION,DREAL PACA,UD 84,UnitA(c) risques accidentels,"84700","ZI  de BoivassiA""re BP 104",SORGUES,SORGUES,"84129","6400434",43.989286000000000,4.891429000000000,Zone daEUR(tm)Activite Sainte Anne 84700 Sorgues,"0.28391229946524066","0.24721372829417773",street,84129_3zmpxj,,Zone daEUR(tm)Activite Sainte Anne,Zone daEUR(tm)Activite Sainte Anne,"84700",Sorgues,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84129",,,,ok,1709.712917109082355,Non,Non Seveso,"1","164",851718.325758251943626,6322959.860058809630573
ISDI IRR Logis neuf,DREAL PACA,UD 04-05,PA'le Territorial 05,"05130",Lieu dit Logis neuf,TALLARD,TALLARD,"05170","6413749",44.479503000000001,6.034514000000000,Chemin du Logis Neuf 05130 Tallard,"0.40196818181818184","0.40196818181818184",street,05170_0074,,Chemin du Logis Neuf,Chemin du Logis Neuf,"05130",Tallard,"05, Hautes-Alpes, Provence-Alpes-CA'te d'Azur","05170",,,,ok,177.673004261657525,Non,Non Seveso,"1","901",941280.185172708239406,6380241.823288148269057
ISDI illA(c)gale Le Peirourier,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83440",Lieu-dit le Peirourier Parcelle 0047 WY,TANNERON,TANNERON,"83133","6412713",43.595806000000003,6.859149000000000,Le Peirourier 83440 Tanneron,"0.31820257053291534","0.30561024437927664",street,83133_6z775s,,Le Peirourier,Le Peirourier,"83440",Tanneron,"83, Var, Provence-Alpes-CA'te d'Azur","83133",,,,ok,2330.935027416057892,Non,Non Seveso,"1","1169",1011598.779531584004872,6285032.616720176301897
ISDI illA(c)gale Tintarre -Tanneron,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83440",Lieudit Tintarre,TANNERON,TANNERON,"83133","6412730",43.589996999999997,6.875391000000000,Residence les Jardins de Diane 83440 Tanneron,"0.3164750739957716","0.3131409090909091",street,83133_2ww2z1,,Residence les Jardins de Diane,Residence les Jardins de Diane,"83440",Tanneron,"83, Var, Provence-Alpes-CA'te d'Azur","83133",,,,ok,1784.089363036297755,Non,Non Seveso,"1","1173",1012940.827816911973059,6284452.005444963462651
ABATTOIR DE TARASCON,DDPP 13,SPAE 13,SPAE,"13150",Abattoir de Tarascon Chemin de la Grasille,TARASCON,TARASCON,"13108","6401134",43.820995000000003,4.669966000000000,Allee de la Tarasque 13150 Tarascon,"0.3532631404958677","0.3275468921775898",street,13108_1158,,Allee de la Tarasque,Allee de la Tarasque,"13150",Tarascon,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13108",,,,ok,2849.946467858707365,Non,Non Seveso,"2","17",834352.265093034366146,6303863.193749814294279
BRAJA-VESIGNE SA Tarascon,DREAL PACA,UD 84,UnitA(c) risques chroniques,"13150",Les RADOUBS,TARASCON,TARASCON,"13108","6401777",43.820059999999998,4.670089000000000,la Tarasque 13150 Tarascon,"0.3674411773472429","0.36116299465240637",street,13108_ie1e5y,,la Tarasque,la Tarasque,"13150",Tarascon,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13108",,,,ok,3738.759676256035618,Non,Non Seveso,"1","18",834364.356613106792793,6303759.525167249143124
BVF TARASCON (ex-CS - PANITA),DREAL PACA,UD 84,UnitA(c) risques chroniques,"13150",ZAC  du Roubian BP 109,TARASCON,TARASCON,"13108","6401339",43.794742999999997,4.690150000000000,ZA du Roubian 13150 Tarascon,"0.4180955223880597","0.38193913875598084",street,13108_B131,,ZA du Roubian,ZA du Roubian,"13150",Tarascon,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13108",,,,ok,280.912238201434434,Non,Non Seveso,"1","23",836038.301226705429144,6300981.156796107999980
DECHETERIE DE TARASCON,DREAL PACA,UD 84,UnitA(c) dA(c)chets,"13150",lieu-dit Les radoubs,TARASCON,TARASCON,"13108","6408691",43.817011000000001,4.657393000000000,les Jardins de Juliette 13150 Tarascon,"0.40843080808080806","0.39180380281690136",street,13108_n6tvby,,les Jardins de Juliette,les Jardins de Juliette,"13150",Tarascon,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13108",,,,ok,3022.453496427048776,Non,Non Seveso,"1","15",833350.181833340902813,6303399.260045855306089
CONSERVES FRANCE,DREAL PACA,UD 84,UnitA(c) risques chroniques,"13150",DOMAINE DU GRAND FRIGOLET,TARASCON,TARASCON,"13108","6401321",43.843328999999997,4.741162000000000,Montagne de Frigolet 13150 Tarascon,"0.4163488235294117","0.4113075217932752",street,13108_B087,,Montagne de Frigolet,Montagne de Frigolet,"13150",Tarascon,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13108",,,,ok,331.845471203302850,Non,Non Seveso,"1","40",840024.501987147727050,6306468.139605839736760
FIBRE EXCELLENCE TARASCON (ex : TEMBEC),DREAL PACA,UD 84,UnitA(c) risques chroniques,"13150",BP 8,TARASCON,TARASCON,"13108","6400874",43.820995000000003,4.669966000000000,Allee de la Tarasque 13150 Tarascon,"0.3481706017925736","0.33419573426573423",street,13108_1158,,Allee de la Tarasque,Allee de la Tarasque,"13150",Tarascon,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13108",,,,ok,4487.888635029224133,Oui,Seveso seuil bas,"2","17",834352.265093034366146,6303863.193749814294279
JEAN MARTIN (SAS),DDPP 13,SPAE 13,SPAE,"13150",ZAC DU ROUBIAN TRANCHE6 RUE DES PATURAGES,TARASCON,TARASCON,"13108","6403030",43.789501000000001,4.683686000000000,Rue des PAC/turages 13150 Tarascon,"0.41116582054309325","0.386550887185104",street,13108_0877,,Rue des PAC/turages,Rue des PAC/turages,"13150",Tarascon,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13108",,,,ok,77.412321582234839,Non,Non Seveso,"2","20",835530.520008263760246,6300387.650817015208304
LE PANIER PROVENCAL (ex PROVENCE TOMATES),DREAL PACA,UD 84,UnitA(c) risques chroniques,"13150",5 RUE DES PATURAGES ZAC DU ROUBIAN,TARASCON,TARASCON,"13108","6407694",43.789501000000001,4.683686000000000,5 Rue des PAC/turages 13150 Tarascon,"0.36431711798839456","0.30054928229665073",housenumber,13108_0877_00005,"5",5 Rue des PAC/turages,Rue des PAC/turages,"13150",Tarascon,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13108",,,,ok,287.255605931940067,Oui,Non Seveso,"2","20",835530.520008263760246,6300387.650817015208304
SEDE ENVIRONNEMENT  (Provence Compost),DREAL PACA,UD 84,UnitA(c) dA(c)chets,"13150",Lieudit Les Radouds,TARASCON,TARASCON,"13108","6402597",43.815950000000001,4.667194000000000,Lotissement le Provence 13150 Tarascon,"0.4163418181818182","0.35245390243902436",street,13108_A016,,Lotissement le Provence,Lotissement le Provence,"13150",Tarascon,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13108",,,,ok,3235.643751656807126,Oui,Non Seveso,"1","16",834141.121009609661996,6303297.983928076922894
VITEMBAL TARASCON,DREAL PACA,UD 84,UnitA(c) risques chroniques,"13150",ZAC du Roubian - 15 avenue des Artisans tel : 04 90 91 73 20,TARASCON,TARASCON,"13108","6401416",43.791595999999998,4.687377000000000,15 Avenue des Artisans 13150 Tarascon,"0.401079748549323",,housenumber,13108_0134_00015,"15",15 Avenue des Artisans,Avenue des Artisans,"13150",Tarascon,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13108",,,,ok,18.167375756306257,Non,Non Seveso,"1","21",835822.612121435231529,6300626.749358714558184
CARRIERE STTP PAYAN - Tavernes,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83670",Lieu dit Pourchier,TAVERNES,TAVERNES,"83135","6406264",43.586089000000001,6.005355000000000,"Chemin des MouliA""res 83670 Tavernes","0.33591306220095696","0.328851655011655",street,83135_nf9lkj,,"Chemin des MouliA""res","Chemin des MouliA""res","83670",Tavernes,"83, Var, Provence-Alpes-CA'te d'Azur","83135",,,,ok,2744.537301436750113,Non,Non Seveso,"1","888",942740.116539171547629,6280956.697088574059308
CARRIERE SILICES DE LA ROYA,DREAL PACA,UD 06,PA'le DACEN,"06430",Focce - RN 6204,TENDE,TENDE,"06163","6402141",44.087853000000003,7.593801000000000,Place de la RA(c)sistance 06430 Tende,"0.38237534435261705","0.3504894083694083",street,06163_0840,,Place de la RA(c)sistance,Place de la RA(c)sistance,"06430",Tende,"06, Alpes-Maritimes, Provence-Alpes-CA'te d'Azur","06163",,,,ok,5348.678164956858382,Non,Non Seveso,"1","1345",1067675.920829180162400,6342792.603541496209800
PHOCEENNE AQUACULTURE,DREAL PACA,SPR,UnitA(c) ICPE,"06590",VILLA LE REVE PROMENADE PRADAYROL,MIRAMAR,THEOULE-SUR-MER,"06138","6411617",43.508150999999998,6.940846000000000,Promenade de la Darse 06590 ThA(c)oule-sur-Mer,"0.4028680991735537",,street,06138_0077,,Promenade de la Darse,Promenade de la Darse,"06590",ThA(c)oule-sur-Mer,"06, Alpes-Maritimes, Provence-Alpes-CA'te d'Azur","06138",,,,ok,694.595770070331127,Non,Non Seveso,"1","1195",1018675.825875652721152,6275628.219300346449018
ISDI Commune de THEUS,DREAL PACA,UD 04-05,PA'le Territorial 05,"05190",Parcelle B8-1236 Les Graves,THEUS,THEUS,"05171","6412363",44.476038000000003,6.187627000000000,Ruelle des Arcades 05190 ThA(c)us,"0.32288676767676766","0.2973254545454545",street,05171_0095,,Ruelle des Arcades,Ruelle des Arcades,"05190",ThA(c)us,"05, Hautes-Alpes, Provence-Alpes-CA'te d'Azur","05171",,,,ok,1257.997033663771845,Non,Non Seveso,"1","969",953463.580576703883708,6380336.879585308022797
ISDI IllA(c)gale Thorame Basse,DREAL PACA,UD 04-05,PA'le Territorial 04,"04170",DA(c)chetterie Thorame Basse Parcelle 535 Les Graves,THORAME-BASSE,THORAME-BASSE,"04218","6412890",44.090919000000000,6.515449000000000,rue des graves 04170 Thorame-Basse,"0.3006317482517482",,street,04218_0024,,rue des graves,rue des graves,"04170",Thorame-Basse,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04218",,,,ok,1967.752315315492297,Non,Non Seveso,"1","1062",981418.050387474475428,6338700.566401592455804
CARRIERE EIFFAGE Eichalets Clos Roussin,DREAL PACA,UD 04-05,PA'le Territorial 04,"04170",Ravin des Eichalets Chaudeirolles et Clos Roussin,THORAME-HAUTE,THORAME-HAUTE,"04219","6401655",44.048206999999998,6.593029000000000,MontA(c)e de l'Aire des coulets 04170 Thorame-Haute,"0.28547070707070704","0.2848011688311688",street,04219_rmin0n,,MontA(c)e de l'Aire des coulets,MontA(c)e de l'Aire des coulets,"04170",Thorame-Haute,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04219",,,,ok,4506.038111680933071,Non,Non Seveso,"1","1096",987840.095517016481608,6334239.377823292277753
EIFFAGE ROUTE GRAND SUD,DREAL PACA,UD 04-05,PA'le Risque,"04170",Le Plan du Verdon,THORAME-HAUTE,THORAME-HAUTE,"04219","6409635",44.124470000000002,6.586505000000000,Chemin du Plan 04170 Thorame-Haute,"0.38488381562099866",,street,04219_gq42eh,,Chemin du Plan,Chemin du Plan,"04170",Thorame-Haute,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04219",,,,ok,4736.535446953836981,Non,Non Seveso,"2","1093",986933.082892706035636,6342680.222618785686791
Eiffage /Cntrale Enrobage - Plan de verdon,DREAL PACA,UD 04-05,PA'le Risque,"04170",Plan de Verdon,THORAME-HAUTE,THORAME-HAUTE,"04219","6407220",44.124470000000002,6.586505000000000,Chemin du Plan 04170 Thorame-Haute,"0.30121052854122615",,street,04219_gq42eh,,Chemin du Plan,Chemin du Plan,"04170",Thorame-Haute,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04219",,,,ok,4736.535446953836981,Non,Non Seveso,"2","1093",986933.082892706035636,6342680.222618785686791
CARROSSERIE RUSSO,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83000",146 route de Nice,TOULON,TOULON,"83137","6400189",43.132083000000002,5.977794000000000,146 Rue de Nice 83100 Toulon,"0.47747677685950407","0.38675016042780747",housenumber,83137_5380_00146,"146",146 Rue de Nice,Rue de Nice,"83100",Toulon,"83, Var, Provence-Alpes-CA'te d'Azur","83137",,,,ok,3874.101208947801751,Non,Non Seveso,"1","876",942417.843004268128425,6230440.967868578620255
CENTRE HOSPITALIER DE TOULON-LA SEYNE,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83056",HA'pital Sainte Musse 54 rue Sainte-Claire Deville - CS 31412,TOULON,TOULON,"83137","6403996",43.125154000000002,5.975380000000000,54 Rue Henri Sainte Claire Deville 83100 Toulon,"0.3568527723516153",,housenumber,83137_3597_00054,"54",54 Rue Henri Sainte Claire Deville,Rue Henri Sainte Claire Deville,"83100",Toulon,"83, Var, Provence-Alpes-CA'te d'Azur","83137",,,,ok,161.305243308756104,Non,Non Seveso,"1","875",942250.437096764100716,6229663.740903425030410
FONDATION ASSISTANCE AUX ANIMAUX,DDPP 83,PAE 83,PAE,"83000",av aristide briand refuge de lagoubran,TOULON,TOULON,"83137","6411615",43.113545999999999,5.962863000000000,Avenue de la Resistance 83000 Toulon,"0.3532692344497607","0.3432823351158645",street,83137_6180,,Avenue de la Resistance,Avenue de la Resistance,"83000",Toulon,"83, Var, Provence-Alpes-CA'te d'Azur","83137",,,,ok,3917.448474960270687,Non,Non Seveso,"1","872",941280.217906652716920,6228335.742417915724218
RECUP AZUR METAUX,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83000",QUARTIER LAGOUBRAN 1664 BIS AV ARISTIDE BRIAND,TOULON,TOULON,"83137","6401853",43.127186000000002,5.902584000000000,Avenue Aristide Briand 83200 Toulon,"0.34440344228804903","0.3149238842975206",street,83137_0405,,Avenue Aristide Briand,Avenue Aristide Briand,"83200",Toulon,"83, Var, Provence-Alpes-CA'te d'Azur","83137",,,,ok,24967.731961538400355,Non,Non Seveso,"1","842",936317.909790276084095,6229668.904919275082648
RECUP GENERAL AUTO,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83000",1 CHEMIN DE LA JULIETTE,TOULON,TOULON,"83137","6401855",43.119110999999997,5.955130000000000,Chemin de la Roquette 83000 Toulon,"0.45721839160839156","0.45338454545454543",street,83137_6330,,Chemin de la Roquette,Chemin de la Roquette,"83000",Toulon,"83, Var, Provence-Alpes-CA'te d'Azur","83137",,,,ok,5549.614127030907184,Non,Non Seveso,"1","869",940627.626877484377474,6228930.433393264189363
INCINERATEUR ZEPHIRE,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83000",Chemin Gaetan Gastaldo Quartier de l'Escaillon,TOULON,TOULON,"83137","6400196",43.125691000000003,5.889228000000000,Chemin Gaetan Gastaldo 83200 Toulon,"0.39383099268547545","0.31798473684210526",street,83137_3110,,Chemin Gaetan Gastaldo,Chemin Gaetan Gastaldo,"83200",Toulon,"83, Var, Provence-Alpes-CA'te d'Azur","83137",,,,ok,157.264441992875192,Oui,Non Seveso,"1","832",935237.079338732874021,6229462.922126743942499
SOCIETE D'EXPLOITATION ZOO DU MONT FARON,DDPP 83,PAE 83,PAE,"83000",SOMMET DU FARON,TOULON,TOULON,"83137","6402822",43.137379000000003,5.937287000000000,Route du Faron 83200 Toulon,"0.3253157109557109","0.30978260042283295",street,83137_2775,,Route du Faron,Route du Faron,"83200",Toulon,"83, Var, Provence-Alpes-CA'te d'Azur","83137",,,,ok,1765.556056808965650,Non,Non Seveso,"1","861",939099.861512115807272,6230905.853847002610564
CENTRE COMMERCIAL MAYOL syndic Klepierre,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83000",Centre Commercial MAYOL rue du MA>>rier,TOULON,TOULON,"83137","6402248",43.120530000000002,5.935141000000000,Rue du Murier 83000 Toulon,"0.30058242424242426","0.27668840220385676",street,83137_5360,,Rue du Murier,Rue du Murier,"83000",Toulon,"83, Var, Provence-Alpes-CA'te d'Azur","83137",,,,ok,202.473996343885602,Non,Non Seveso,"1","857",938994.870104258414358,6229027.381978099234402
GRANULATS VICAT (exSAG) ITM Courbaisse,DREAL PACA,UD 06,PA'le DACEN,"06420",lieu-dit La Courbaisse,TOURNEFORT,TOURNEFORT,"06146","6400350",43.946947999999999,7.151382000000000,Place de La Colle 06420 Tournefort,"0.28265716036772215","0.2801408113391984",street,06146_0023,,Place de La Colle,Place de La Colle,"06420",Tournefort,"06, Alpes-Maritimes, Provence-Alpes-CA'te d'Azur","06146",,,,ok,3542.678661300421936,Non,Non Seveso,"1","1266",1033122.950899803778157,6325197.162521540187299
DECHETTERIE TOURRETTES - CCPF,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83440",RD 56 - Route de Bagnols en ForAat Lieu dit Les Grandes Terrasses,TOURRETTES,TOURRETTES,"83138","6406291",43.609710000000000,6.739225000000000,Route de Bagnols En Foret 83440 Tourrettes,"0.3728458441558441",,street,83138_0024,,Route de Bagnols En Foret,Route de Bagnols En Foret,"83440",Tourrettes,"83, Var, Provence-Alpes-CA'te d'Azur","83138",,,,ok,1033.679875919605138,Non,Non Seveso,"1","1152",1001849.977234177757055,6286110.283583296462893
FAYENCE ASSAINISSEMENT,DREAL PACA,UD 83,PA'le Risques accidentels et chroniques,"83440",Jas de la Maure,TOURRETTES,TOURRETTES,"83138","6400227",43.572819000000003,6.719601000000000,Le Jas de la Maure 83440 Tourrettes,"0.5261623695976155",,locality,83138_B033,,Le Jas de la Maure,,"83440",Tourrettes,"83, Var, Provence-Alpes-CA'te d'Azur","83138",,,,ok,6728.354554461374391,Ex IED - MTD,Non Seveso,"2","1143",1000460.067043320974335,6281939.911006042733788
SAUR,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83440",Jas de la Maure,TOURRETTES,TOURRETTES,"83138","6414162",43.572819000000003,6.719601000000000,Le Jas de la Maure 83440 Tourrettes,"0.6955161157024793",,locality,83138_B033,,Le Jas de la Maure,,"83440",Tourrettes,"83, Var, Provence-Alpes-CA'te d'Azur","83138",,,,ok,3508.567888883341766,Non,Non Seveso,"2","1143",1000460.067043320974335,6281939.911006042733788
VAR ENVIRONNEMENT,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83440",RD56 route de St Paul la Verrerie Vieille,TOURRETTES,TOURRETTES,"83138","6411322",43.584457000000000,6.726481000000000,La Verrerie Vieille 83440 Tourrettes,"0.42717615039281703",,locality,83138_B069,,La Verrerie Vieille,,"83440",Tourrettes,"83, Var, Provence-Alpes-CA'te d'Azur","83138",,,,ok,624.642357227577691,Non,Non Seveso,"1","1147",1000954.383829155936837,6283258.143814103677869
CARRIERE GIRAUD & FILS - Tourtour Baume,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83690",Lieux dit La Baume Le Ginestet,TOURTOUR,TOURTOUR,"83139","6407884",43.590373000000000,6.306400000000000,Carriere Plaine 83690 Tourtour,"0.29273439223697645",,locality,83139_B019,,Carriere Plaine,,"83690",Tourtour,"83, Var, Provence-Alpes-CA'te d'Azur","83139",,,,ok,2515.155095705033091,Non,Non Seveso,"1","1005",967021.783781801583245,6282404.183261006139219
ISDND illA(c)gale Tourves,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83170",Le Cros de Blancailloux,TOURVES,TOURVES,"83140","6412875",43.404080999999998,5.883692000000000,le Cros de Blacailloux 83170 Tourves,"0.5071277410468319","0.3431457575757575",street,83140_B062,,le Cros de Blacailloux,le Cros de Blacailloux,"83170",Tourves,"83, Var, Provence-Alpes-CA'te d'Azur","83140",,,,ok,3911.099324339485520,Non,Non Seveso,"1","827",933656.582730820635334,6260373.824496495537460
COOPERATIVE VINICOLE DE TRETS,DREAL PACA,UD 13,PA'le Chronique Risque,"13530",Chemin du Loup BP 22,TRETS,TRETS,"13110","6401598",43.430459999999997,5.688846000000000,Chemin des Bonnets 13530 Trets,"0.3596921212121212","0.3514466985645933",street,13110_0570,,Chemin des Bonnets,Chemin des Bonnets,"13530",Trets,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13110",,,,ok,2162.043337501415408,Non,Non Seveso,"1","736",917775.315120209008455,6262747.182158956304193
HAMIMID M. - Bergerie de TRETS Abatt tem,DDPP 13,SPAE 13,SPAE,"13530",Quartier Bresson Route de la Marseillaise,TRETS,TRETS,"13110","6412983",43.464829000000002,5.693832000000000,Chemin de la Marseillaise 13530 Trets,"0.34327848484848483",,locality,13110_5279,,Chemin de la Marseillaise,,"13530",Trets,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13110",,,,ok,776.156384156922854,Non,Non Seveso,"1","738",918048.683294064016081,6266578.917095804587007
COMMUNE DE  LA BREOLE,DREAL PACA,SPR,UnitA(c) ICPE,"04340",DA(c)charge municipale Champs les Bornes,UBAYE-SERRE-PONCON,UBAYE-SERRE-PONCON,"04033","6402792",44.451148000000003,6.333727000000000,Route de Champs-les-Bornes 04340 Ubaye-Serre-PonASSon,"0.4830009090909091",,street,04033_0016,,Route de Champs-les-Bornes,Route de Champs-les-Bornes,"04340",Ubaye-Serre-PonASSon,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04033","04033",La BrA(c)ole,,ok,3589.125822537321255,Non,Non Seveso,"1","1017",965190.642258119187318,6378054.118183226324618
ROUTIERE DU MIDI,DREAL PACA,UD 04-05,PA'le Territorial 04,"04340",Lieu-dit Pellegrin parcelle  section C28   (St Vincent les Forts),UBAYE-SERRE-PONCON,UBAYE-SERRE-PONCON,"04033","6410751",44.440060000000003,6.340079000000000,Chemin des Clapiers (Saint-Vincent-les-Forts) 04340 Ubaye-Serre-PonASSon,"0.40539558758314853","0.3351525296442687",street,04033_uum2ns,,Chemin des Clapiers (Saint-Vincent-les-Forts),Chemin des Clapiers (Saint-Vincent-les-Forts),"04340",Ubaye-Serre-PonASSon,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04033","04198",Saint-Vincent-les-Forts,,ok,3066.183794233264962,Non,Non Seveso,"1","1019",965747.715047706384212,6376844.839168808422983
ISDI IRR St AndA(c)ol,DREAL PACA,UD 04-05,PA'le Territorial 05,"05300",Lieu dit Saint AndA(c)ol,UPAIX,UPAIX,"05173","6413747",44.303289999999997,5.877757000000000,Chemin de Saint-AndA(c)ol 05300 Upaix,"0.3953736363636363","0.392881610845295",street,05173_0560,,Chemin de Saint-AndA(c)ol,Chemin de Saint-AndA(c)ol,"05300",Upaix,"05, Hautes-Alpes, Provence-Alpes-CA'te d'Azur","05173",,,,ok,174.407329431854379,Non,Non Seveso,"1","822",929535.059470628970303,6360212.717769294045866
EIFFAGE APIA Transit et traitement,DREAL PACA,UD 04-05,PA'le Risque,"04400","La FourniA""re Basse",UVERNET-FOURS,UVERNET-FOURS,"04226","6407048",44.380924999999998,6.613405000000000,La Fourniere Basse 04400 Uvernet-Fours,"0.4581963403263403",,locality,04226_B098,,La Fourniere Basse,,"04400",Uvernet-Fours,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04226",,,,ok,8970.930892777150802,Non,Non Seveso,"1","1103",987780.337430248036981,6371239.966746269725263
ARNOUX & Fils,DDPP 84,SSPAE 84,SSPAE,"84190","-",VACQUEYRAS,VACQUEYRAS,"84136","6411677",44.140799999999999,4.977901000000000,Vacqueyras,"0.4404913223140495","0.43599016528925616",municipality,"84136",,Vacqueyras,,"84190",Vacqueyras,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84136",,,,ok,309.536992845786074,Non,Non Seveso,"1","244",858231.501366423792206,6339958.971722236834466
