Nom_usuel,Service_AI,Sous-servi,Equipe_AIO,Code_posta,Adresse_si,Commune_si,NOM_COMM,insee,Code_AIOT,latitude,longitude,result_lab,result_sco,result_s_1,result_typ,result_id,result_hou,result_nam,result_str,result_pos,result_cit,result_con,result_c_1,result_old,result_o_1,result_dis,result_sta,Distance,Statut_IED,Statut_Sev,nb_points,groupe_id
GRIESSER FRANCE,DREAL PACA,UD 06,PÃ´le ERASO,"06510",ZI - 1Ã¨re avenue BP 96,CARROS,CARROS,"06033","6401179",43.791265930874552,7.208845017778568,1Ã¨re Avenue 06510 Carros,0.443523569023569,"0.3375450649350649",street,06033_oj2esm,,1Ã¨re Avenue,1Ã¨re Avenue,"06510",Carros,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06033",,,,ok,43.278026377373969,Non,Non Seveso,"6","1292"
MAJ ELIS Carros 2,DREAL PACA,UD 06,PÃ´le ERASO,"06510",1Ã¨re avenue - 12Ã¨me rue Zone Industrielle,CARROS,CARROS,"06033","6407835",43.789870782395475,7.208625466745912,1Ã¨re Avenue 06510 Carros,0.335106060606061,"0.30141181818181817",street,06033_oj2esm,,1Ã¨re Avenue,1Ã¨re Avenue,"06510",Carros,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06033",,,,ok,704.102614070847835,Non,Non Seveso,"6","1292"
REFUGE FONDATION ASSISTANCE AUX ANIMAUX,DDPP 06,SA,SA,"06510",ZONE INDUSTRIELLE 1ERE AVENUE - 13EME RUE,CARROS,CARROS,"06033","6402837",43.789797112090312,7.208702466202198,1Ã¨re Avenue 06510 Carros,0.271875820056232,"0.24297895032802247",street,06033_oj2esm,,1Ã¨re Avenue,1Ã¨re Avenue,"06510",Carros,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06033",,,,ok,1241.104970734118297,Non,Non Seveso,"6","1292"
SAINT LAURENT METAUX (SCLAVO),DREAL PACA,UD 06,PÃ´le DACEN,"06510",ZONE INDUSTRIELLE - 362 - 12Ã¨me Rue - 4eme Avenue,CARROS,CARROS,"06033","100002090",43.794159185077397,7.200566281966156,4Ã¨me Avenue 06510 Carros,0.285832696629214,"0.25115645556690497",street,06033_0v757y,,4Ã¨me Avenue,4Ã¨me Avenue,"06510",Carros,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06033",,,,ok,82.624115279034640,Non,Non Seveso,"2","1286"
S.A.M. MONACO LOGISTIQUE (ex SDE),DREAL PACA,UD 06,PÃ´le ERASO,"06510",ZI carros-1 ere avenue/12 Ã¨me rue - 3711 m Section B - Parcelles 693-694,CARROS,CARROS,"06033","6410466",43.777727769923025,7.196228896747118,Route MÃ©tropolitaine 1 06510 Carros,0.188793085399449,,street,06033_0211,,Route MÃ©tropolitaine 1,Route MÃ©tropolitaine 1,"06510",Carros,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06033",,,,ok,1721.029813221734912,Non,Seveso seuil haut,"2","1282"
SYNERGIE CAD,DREAL PACA,UD 06,PÃ´le ERASO,"06510",1Ã¨re Avenue - 2e Rue ZI de Carros - BP 423,CARROS,CARROS,"06033","6400366",43.789594807797251,7.209425926044810,1Ã¨re Avenue 06510 Carros,0.359348484848485,"0.33783135740971354",street,06033_oj2esm,,1Ã¨re Avenue,1Ã¨re Avenue,"06510",Carros,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06033",,,,ok,1924.022863971736570,Non,Non Seveso,"6","1292"
UNIC,DREAL PACA,UD 06,PÃ´le ERASO,"06510",1e avenue-4e rue,CARROS,CARROS,"06033","6403419",43.793748866233571,7.202243310208926,4Ã¨me Avenue 06510 Carros,0.516531019955654,"0.4459794456762749",street,06033_0v757y,,4Ã¨me Avenue,4Ã¨me Avenue,"06510",Carros,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06033",,,,ok,2079.212028308438676,Non,Non Seveso,"2","1286"
VIRBAC 1,DDPP 06,SA,SA,"06510",1iere avenue  2065M LID,CARROS,CARROS,"06033","6414160",43.778304954422183,7.195745816868728,Route MÃ©tropolitaine 1 06510 Carros,0.292098870523416,,street,06033_0211,,Route MÃ©tropolitaine 1,Route MÃ©tropolitaine 1,"06510",Carros,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06033",,,,ok,503.011136745305748,Oui,Non Seveso,"2","1282"
VIRBAC 7,DDPP 06,SA,SA,"06510",Laboratoire VIRBAC VII 13Ã©me rue LID,CARROS,CARROS,"06033","6411458",43.795150833060880,7.202077361660066,13Ã¨me Rue 06510 Carros,0.349195757575758,,street,06033_8kxaq1,,13Ã¨me Rue,13Ã¨me Rue,"06510",Carros,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06033",,,,ok,945.648597622486932,Non,Non Seveso,"2","1287"
VIRBAC 13,DDPP 06,SA,SA,"06510",13 Ã¨me rue -ZI carros-BP 27,CARROS,CARROS,"06033","6400367",43.796347293228557,7.200999836660570,13Ã¨me Rue 06510 Carros,0.376743966942149,"0.3620577685950413",street,06033_8kxaq1,,13Ã¨me Rue,13Ã¨me Rue,"06510",Carros,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06033",,,,ok,280.974534871652963,Oui,Non Seveso,"2","1287"
CARRIERE LAFARGE GRANULATS Cassis,DREAL PACA,UD 13,PÃ´le DÃ©chet MatÃ©riau,"13260",Quartier BREGADAN,CASSIS,CASSIS,"13022","6401300",43.239712536595185,5.561962847009320,Le Bregadan 13260 Cassis,0.323973376623377,,street,13022_3dq4nl,,Le Bregadan,Le Bregadan,"13260",Cassis,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13022",,,,ok,823.779725815942015,Non,Non Seveso,"2","681"
MOTEURS  BAUDOUIN (StÃ© Internationale),DREAL PACA,UD 13,PÃ´le Chronique Risque,"13260",Technoparc du Bregadan CS 50001,CASSIS,CASSIS,"13022","6408178",43.240076986622050,5.560741170828060,Le Bregadan 13260 Cassis,0.284248395721925,,street,13022_3dq4nl,,Le Bregadan,Le Bregadan,"13260",Cassis,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13022",,,,ok,560.343678480452240,Non,Non Seveso,"2","681"
AZ FRANCE (AZ MEDITERRANEE),DREAL PACA,UD 84,UnitÃ© risques chroniques,"84300",ZAC du MIN. BP 160. Quartier Boscodomini,CAVAILLON,CAVAILLON,"84035","6401459",43.821400680366786,5.052400484491370,Avenue Boscodomini 84300 Cavaillon,0.332158282828283,"0.3274048663101604",street,84035_0151,,Avenue Boscodomini,Avenue Boscodomini,"84300",Cavaillon,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84035",,,,ok,889.091641664557869,Non,Non Seveso,"2","327"
EntrepÃ´t ID Logistics,DREAL PACA,UD 84,UnitÃ© risques accidentels,"84300",Quartier Boscodomini ZAC d'extension du M.I.N.,CAVAILLON,CAVAILLON,"84035","6400512",43.820186604097287,5.052620837874588,Avenue Boscodomini 84300 Cavaillon,0.323034789833822,"0.31792504132231403",street,84035_0151,,Avenue Boscodomini,Avenue Boscodomini,"84300",Cavaillon,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84035",,,,ok,1039.350353216509347,Non,Non Seveso,"2","327"
Ecoslops Provence,DREAL PACA,UD 13,PÃ´le Seveso,"13161",Site de la Plateforme de la MÃ¨de,CHATEAUNEUF-LES-MARTIGUES,CHATEAUNEUF-LES-MARTIGUES,"13026","6412998",43.399607812544971,5.111856935623810,Rue de la BÃ©rarde la Mede 13220 ChÃ¢teauneuf-les-Martigues,0.458166767676768,"0.40541864960282437",street,13026_0089,,Rue de la BÃ©rarde la Mede,Rue de la BÃ©rarde la Mede,"13220",ChÃ¢teauneuf-les-Martigues,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13026",,,,ok,811.979729798344806,Oui,Seveso seuil bas,"2","377"
TOTALENERGIES RAFFINAGE FRANCE,DREAL PACA,UD 13,PÃ´le Seveso,"13161",Raffinerie de Provence La MÃ¨de BP 90020,CHATEAUNEUF-LES-MARTIGUES,CHATEAUNEUF-LES-MARTIGUES,"13026","6401056",43.399743000618059,5.112197726120088,Rue de la BÃ©rarde la Mede 13220 ChÃ¢teauneuf-les-Martigues,0.400813574730354,"0.377966780923994",street,13026_0089,,Rue de la BÃ©rarde la Mede,Rue de la BÃ©rarde la Mede,"13220",ChÃ¢teauneuf-les-Martigues,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13026",,,,ok,897.061853622429112,Oui,Seveso seuil haut,"2","377"
CAR IRR DEVOLUY Rocher de la Baume,DREAL PACA,UD 04-05,PÃ´le Territorial 05,"05250",D17 Le Barry - Croix de Vallier,DEVOLUY,DEVOLUY,"05139","6413750",44.692656503859673,5.864642488702568,Route de Rocher Rond 05250 DÃ©voluy,0.290858431568432,,street,05139_0675,,Route de Rocher Rond,Route de Rocher Rond,"05250",DÃ©voluy,"05, Hautes-Alpes, Provence-Alpes-CÃ´te d'Azur","05139","05002",AgniÃ¨res-en-DÃ©voluy,,ok,8052.764847831186671,Non,Non Seveso,"2","811"
CARRIERE BALLASTIERES DES ALPES,DREAL PACA,UD 04-05,PÃ´le Territorial 05,"05250",Dessous le Rocher,DEVOLUY,DEVOLUY,"05139","6401220",44.691098476437332,5.863756308677974,Route de Rocher Rond 05250 DÃ©voluy,0.340151244019139,,street,05139_0675,,Route de Rocher Rond,Route de Rocher Rond,"05250",DÃ©voluy,"05, Hautes-Alpes, Provence-Alpes-CÃ´te d'Azur","05139","05002",AgniÃ¨res-en-DÃ©voluy,,ok,14667.639556803223968,Non,Non Seveso,"2","811"
CARRIERE LAFARGE Pont de Peille,DREAL PACA,UD 06,PÃ´le DACEN,"06340",PONT DE PEILLE,DRAP,DRAP,"06054","6401194",43.766952996470678,7.330146179330924,Pont de Peille 06340 Drap,0.390780703812317,"0.3325808391608392",street,06054_uc5azj,,Pont de Peille,Pont de Peille,"06340",Drap,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06054",,,,ok,893.572246732194003,Non,Non Seveso,"2","1334"
SINC - SLM,DREAL PACA,UD 06,PÃ´le DACEN,"06340",Pont de Peille Route de BorghÃ©as,DRAP,DRAP,"06054","6412331",43.768041673404959,7.330212372914076,Pont de Peille 06340 Drap,0.421649665071770,"0.3369371385991058",street,06054_uc5azj,,Pont de Peille,Pont de Peille,"06340",Drap,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06054",,,,ok,143.063180852276190,Non,Non Seveso,"2","1334"
CARRIERE CHAUX DE LA TOUR,DREAL PACA,UD 13,PÃ´le DÃ©chet MatÃ©riau,"13820",1  chemin des Chaux de la Tour,ENSUES-LA-REDONNE,ENSUES-LA-REDONNE,"13033","6401379",43.365647113310125,5.186410213405214,1 Chemin des Chaux de la Tour 13820 EnsuÃ¨s-la-Redonne,0.605265108225108,,housenumber,13033_8469_00001,"1",1 Chemin des Chaux de la Tour,Chemin des Chaux de la Tour,"13820",EnsuÃ¨s-la-Redonne,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13033",,,,ok,13.505901096716395,Non,Non Seveso,"2","420"
CHAUX DE LA TOUR,DREAL PACA,UD 13,PÃ´le DÃ©chet MatÃ©riau,"13820",1  chemin des Chaux de la Tour,ENSUES-LA-REDONNE,ENSUES-LA-REDONNE,"13033","6401622",43.365767404793615,5.185949962172996,1 Chemin des Chaux de la Tour 13820 EnsuÃ¨s-la-Redonne,0.672797575757576,,housenumber,13033_8469_00001,"1",1 Chemin des Chaux de la Tour,Chemin des Chaux de la Tour,"13820",EnsuÃ¨s-la-Redonne,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13033",,,,ok,150.524885432673301,Oui,Non Seveso,"2","420"
EntrepÃ´t FM France SAS,DREAL PACA,UD 84,UnitÃ© risques accidentels,"84320",ZAC du Plan,ENTRAIGUES-SUR-LA-SORGUE,ENTRAIGUES-SUR-LA-SORGUE,"84043","6410923",43.990390941663570,4.950898898692358,ZAC du Plan 84320 Entraigues-sur-la-Sorgue,0.571808441558442,,street,84043_40795l,,ZAC du Plan,ZAC du Plan,"84320",Entraigues-sur-la-Sorgue,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84043",,,,ok,2001.640130273691966,Non,Seveso seuil bas,"3","219"
EntrepÃ´t LE MISTRAL,DREAL PACA,UD 84,UnitÃ© risques accidentels,"84320",ZAC du PLAN,ENTRAIGUES-SUR-LA-SORGUE,ENTRAIGUES-SUR-LA-SORGUE,"84043","6402105",43.991261184456157,4.949576376880830,ZAC du Plan 84320 Entraigues-sur-la-Sorgue,0.595650271370420,,street,84043_40795l,,ZAC du Plan,ZAC du Plan,"84320",Entraigues-sur-la-Sorgue,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84043",,,,ok,1615.427092497615604,Non,Non Seveso,"3","219"
SUEZ RV MEDITERRANEE (ex. SITA SUD),DREAL PACA,UD 84,UnitÃ© dÃ©chets,"84320",800  ZAC  du Plan,ENTRAIGUES-SUR-LA-SORGUE,ENTRAIGUES-SUR-LA-SORGUE,"84043","6401421",43.989796754278707,4.949410160194894,ZAC du Plan 84320 Entraigues-sur-la-Sorgue,0.483063852813853,,street,84043_40795l,,ZAC du Plan,ZAC du Plan,"84320",Entraigues-sur-la-Sorgue,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84043",,,,ok,1832.408894439386358,Oui,Non Seveso,"3","219"
BRAS GÃ©rard Entreprise,DREAL PACA,UD 84,UnitÃ© risques accidentels,"84340",Le Plan Sud,ENTRECHAUX,ENTRECHAUX,"84044","6400516",44.220808011668623,5.126451818114862,Le Plan Sud 84340 Entrechaux,0.468467142857143,"0.41720619414483817",locality,84044_B054,,Le Plan Sud,,"84340",Entrechaux,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84044",,,,ok,483.508517852097498,Non,Non Seveso,"2","385"
SA LAVAU MOURET,DDPP 84,SSPAE 84,SSPAE,"84340",Quartier le plan,ENTRECHAUX,ENTRECHAUX,"84044","6401094",44.222299637733414,5.125907703181072,Le Plan Sud 84340 Entrechaux,0.390657021943574,"0.3863895531587057",locality,84044_B054,,Le Plan Sud,,"84340",Entrechaux,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84044",,,,ok,232.423739513516153,Non,Non Seveso,"2","385"
DECHETTERIE INTERCOMMUNALE  FORCALQUIER,DREAL PACA,UD 04-05,PÃ´le Territorial 04,"04301",lieu-dit ZAC des Chalus,FORCALQUIER,FORCALQUIER,"04088","6410997",43.957014932744016,5.798902715053214,Avenue des Chalus 04300 Forcalquier,0.317825691699605,,street,04088_1177,,Avenue des Chalus,Avenue des Chalus,"04300",Forcalquier,"04, Alpes-de-Haute-Provence, Provence-Alpes-CÃ´te d'Azur","04088",,,,ok,323.346911436762582,Non,Non Seveso,"2","772"
SITA SUD Forcalquier,DREAL PACA,UD 04-05,PÃ´le Territorial 04,"04300",ZA les Chalus,FORCALQUIER,FORCALQUIER,"04088","6407536",43.957335692457747,5.797153197438080,Avenue des Chalus 04300 Forcalquier,0.414663636363636,,street,04088_1177,,Avenue des Chalus,Avenue des Chalus,"04300",Forcalquier,"04, Alpes-de-Haute-Provence, Provence-Alpes-CÃ´te d'Azur","04088",,,,ok,,,,"2","772"
ALFI Tonkin,DREAL PACA,UD 13,PÃ´le Seveso,"13270",ZI quartier le tonkin ZI  Quartier le Tonkin Usine de Fos,FOS-SUR-MER,FOS-SUR-MER,"13039","6401076",43.480316222272933,4.926562334301516,Zone Industrielle le Ventillon 13270 Fos-sur-Mer,0.312236932880204,"0.28341132231404953",street,13039_98wc35,,Zone Industrielle le Ventillon,Zone Industrielle le Ventillon,"13270",Fos-sur-Mer,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13039",,,,ok,6439.573748584236455,Non,Seveso seuil haut,"4","189"
ARCELORMITTAL,DREAL PACA,UD 13,PÃ´le Seveso,"13776",Usine de Fos,FOS-SUR-MER,FOS-SUR-MER,"13039","6401052",43.460780134061530,4.938272025324628,Chemin de Karine 13270 Fos-sur-Mer,0.366464813710879,"0.36549095531587056",street,13039_4687,,Chemin de Karine,Chemin de Karine,"13270",Fos-sur-Mer,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13039",,,,ok,3866.996507366445258,Oui,Seveso seuil haut,"2","206"
ASCOMETAL Fos-sur-Mer SAS,DREAL PACA,UD 13,PÃ´le Seveso,"13270",- Route du quai minÃ©ralier,FOS-SUR-MER,FOS-SUR-MER,"13039","6401019",43.420109083924565,4.861116437723254,Route du Quai Mineralier 13270 Fos-sur-Mer,0.552603486924035,,locality,13039_7444,,Route du Quai Mineralier,,"13270",Fos-sur-Mer,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13039",,,,ok,3055.330445556022823,Oui,Non Seveso,"7","130"
COMBIGOLFE,DREAL PACA,UD 13,PÃ´le Chronique Risque,"13270",Centrale Ã©lectrique Combigolfe Caban sud  ZI Goulevielle,FOS-SUR-MER,FOS-SUR-MER,"13039","6407117",43.481219940231853,4.925032695033354,Zone Industrielle le Ventillon 13270 Fos-sur-Mer,0.306145334476844,"0.2876965993265993",street,13039_98wc35,,Zone Industrielle le Ventillon,Zone Industrielle le Ventillon,"13270",Fos-sur-Mer,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13039",,,,ok,9570.875567172830415,Oui,Non Seveso,"4","189"
CUSHMAN&WAKEFILED (exFPGL-A),DREAL PACA,UD 13,PÃ´le Chronique Risque,"13270",Lieu-dit La Feuillane,FOS-SUR-MER,FOS-SUR-MER,"13039","6412349",43.472413173890963,4.894518316785806,La Feuillane 13270 Fos-sur-Mer,0.413337003841229,"0.40494754010695183",street,13039_wkd2kn,,La Feuillane,La Feuillane,"13270",Fos-sur-Mer,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13039",,,,ok,251.534520951274061,Non,Seveso seuil bas,"2","170"
DEPOTS  PETROLIER DE FOS,DREAL PACA,UD 13,PÃ´le Seveso,"13270",ZI secteur 81 AUDIENCE 818,FOS-SUR-MER,FOS-SUR-MER,"13039","6401027",43.481189038683247,4.924298665683212,ZI du Ventillon 13270 Fos-sur-Mer,0.269290909090909,"0.2675640018744142",locality,13039_9276,,ZI du Ventillon,,"13270",Fos-sur-Mer,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13039",,,,ok,5258.663614714537289,Non,Seveso seuil haut,"3","188"
DEREF,DREAL PACA,UD 13,PÃ´le Seveso,"13776",Chez Arcelor Usine de Fos,FOS-SUR-MER,FOS-SUR-MER,"13039","6413569",43.460382446886783,4.938969863986346,Chemin de Karine 13270 Fos-sur-Mer,0.361191398601399,"0.3603548484848484",street,13039_4687,,Chemin de Karine,Chemin de Karine,"13270",Fos-sur-Mer,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13039",,,,ok,4640.387054578821335,Non,Non Seveso,"2","206"
IKEA -  Fos,DREAL PACA,UD 13,PÃ´le Chronique Risque,"13270",La Feuillanne,FOS-SUR-MER,FOS-SUR-MER,"13039","6404699",43.472635395250961,4.892754741317532,La Feuillane 13270 Fos-sur-Mer,0.627876767676768,"0.5115841602465331",street,13039_wkd2kn,,La Feuillane,La Feuillane,"13270",Fos-sur-Mer,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13039",,,,ok,979.544110327231465,Non,Non Seveso,"2","170"
ECOCEM,DREAL PACA,UD 13,PÃ´le Seveso,"13270",Chez ARCELORMITTAL Ã  Fos sur Mer,FOS-SUR-MER,FOS-SUR-MER,"13039","6408798",43.463747841635659,4.931109503268724,Chemin de Mery 13270 Fos-sur-Mer,0.370682806324111,"0.36630922077922073",street,13039_5600,,Chemin de Mery,Chemin de Mery,"13270",Fos-sur-Mer,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13039",,,,ok,3418.461911609902927,Non,Non Seveso,"2","195"
ELENGY Tonkin,DREAL PACA,UD 13,PÃ´le Seveso,"13270",ZI Le Tonkin,FOS-SUR-MER,FOS-SUR-MER,"13039","6401079",43.481407988608829,4.925136144572782,Zone Industrielle le Ventillon 13270 Fos-sur-Mer,0.404586679841897,"0.3810012326656394",street,13039_98wc35,,Zone Industrielle le Ventillon,Zone Industrielle le Ventillon,"13270",Fos-sur-Mer,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13039",,,,ok,6856.862023406656590,Non,Seveso seuil haut,"4","189"
EVERE,DREAL PACA,UD 13,PÃ´le DÃ©chet MatÃ©riau,"13270",Zone industrielle - lieu-dit Caban Sud - Route du Terminal MinÃ©ralier,FOS-SUR-MER,FOS-SUR-MER,"13039","6404837",43.471946833051000,4.892227083599734,Zone Industrielle la Feuillane 13270 Fos-sur-Mer,0.399599946524064,"0.3842482171226831",street,13039_o4jpcb,,Zone Industrielle la Feuillane,Zone Industrielle la Feuillane,"13270",Fos-sur-Mer,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13039",,,,ok,6764.002861782229957,Oui,Non Seveso,"3","165"
FIGENAL (dans enceinte LYONDELL Fos),DREAL PACA,UD 13,PÃ´le Seveso,"13270",Site LYONDELL Route du Quai MinÃ©ralier,FOS-SUR-MER,FOS-SUR-MER,"13039","6401009",43.419598680746397,4.860951892470436,Route du Quai Mineralier 13270 Fos-sur-Mer,0.430275757575758,,locality,13039_7444,,Route du Quai Mineralier,,"13270",Fos-sur-Mer,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13039",,,,ok,1317.715506841539536,Oui,Non Seveso,"7","130"
FLUXEL SAS Fos  (Ex.GPMM),DREAL PACA,UD 13,PÃ´le Seveso,"13270",Terminal pÃ©trolier de Fos Carrefour du Cavaou,FOS-SUR-MER,FOS-SUR-MER,"13039","6401001",43.425170632279901,4.894658690028558,Le Cavaou 13270 Fos-sur-Mer,0.290897391304348,,street,13039_sho3aj,,Le Cavaou,Le Cavaou,"13270",Fos-sur-Mer,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13039",,,,ok,781.763485115620711,Non,Seveso seuil haut,"2","171"
IMERYS Aluminates (ex Kerneos),DREAL PACA,UD 13,PÃ´le Chronique Risque,"13270",Usine de Fos sur Mer BP 20001,FOS-SUR-MER,FOS-SUR-MER,"13039","6401040",43.462931354615876,4.929522610896646,Chemin de Mery 13270 Fos-sur-Mer,0.329318710359408,"0.3269009090909091",street,13039_5600,,Chemin de Mery,Chemin de Mery,"13270",Fos-sur-Mer,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13039",,,,ok,4967.912730588795966,Oui,Non Seveso,"2","195"
INVEHO UFF (exFERIFOS),DREAL PACA,UD 13,PÃ´le Chronique Risque,"13270",Zone du Ventillon,FOS-SUR-MER,FOS-SUR-MER,"13039","6401031",43.479900316692962,4.925006652172466,ZI du Ventillon 13270 Fos-sur-Mer,0.474918614718615,"0.4665458722358722",locality,13039_9276,,ZI du Ventillon,,"13270",Fos-sur-Mer,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13039",,,,ok,797.530165601783438,Non,Non Seveso,"3","188"
IVANHOE LOGISTIQUE FOS,DREAL PACA,UD 13,PÃ´le Chronique Risque,"13270",ZONE INDUSTRIEL DE LA FEUILLANE ADEO CONTINENTAL GRAND FOS,FOS-SUR-MER,FOS-SUR-MER,"13039","6413148",43.472128463205493,4.891320315077454,Zone Industrielle la Feuillane 13270 Fos-sur-Mer,0.437941183533448,,street,13039_o4jpcb,,Zone Industrielle la Feuillane,Zone Industrielle la Feuillane,"13270",Fos-sur-Mer,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13039",,,,ok,244.903471370049573,Non,Seveso seuil bas,"3","165"
JEAN LEFEBVRE FOS,DREAL PACA,UD 13,PÃ´le DÃ©chet MatÃ©riau,"13270",Caban Sud  Port MinÃ©ralier ZI Fos sur mer,FOS-SUR-MER,FOS-SUR-MER,"13039","6410834",43.419735354082249,4.859404612392346,Route du Quai Mineralier 13270 Fos-sur-Mer,0.338460869565217,,locality,13039_7444,,Route du Quai Mineralier,,"13270",Fos-sur-Mer,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13039",,,,ok,374.616747283066388,Oui,Non Seveso,"7","130"
LAFARGE CIMENTS,DREAL PACA,UD 13,PÃ´le DÃ©chet MatÃ©riau,"13270",Secteur Gouleveille - Darse nÂ° 1 Terminal MinÃ©ralier,FOS-SUR-MER,FOS-SUR-MER,"13039","6401016",43.420819810839838,4.859658259050796,Route du Quai Mineralier 13270 Fos-sur-Mer,0.332927272727273,"0.32131940038684714",locality,13039_7444,,Route du Quai Mineralier,,"13270",Fos-sur-Mer,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13039",,,,ok,613.750742415533864,Non,Non Seveso,"7","130"
LYONDELL,DREAL PACA,UD 13,PÃ´le Seveso,"13270",Route du Quai Mineralier BP 201,FOS-SUR-MER,FOS-SUR-MER,"13039","6400997",43.419219842189783,4.860266588788676,Route du Quai Mineralier 13270 Fos-sur-Mer,0.633648773448773,,locality,13039_7444,,Route du Quai Mineralier,,"13270",Fos-sur-Mer,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13039",,,,ok,1402.569182783927999,Oui,Seveso seuil haut,"7","130"
MAISONS DU MONDE Fos,DREAL PACA,UD 13,PÃ´le Chronique Risque,"13270",Zone de la Feuillane,FOS-SUR-MER,FOS-SUR-MER,"13039","6407064",43.472320235558541,4.892689033238612,Zone Industrielle la Feuillane 13270 Fos-sur-Mer,0.506551818181818,,street,13039_o4jpcb,,Zone Industrielle la Feuillane,Zone Industrielle la Feuillane,"13270",Fos-sur-Mer,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13039",,,,ok,808.399457165220269,Non,Non Seveso,"3","165"
NENUPHAR,DREAL PACA,UD 13,Equipe Martigues,"13270",Site de STOCKFOS Zone Industrialo-Portuaire - Darse 1,FOS-SUR-MER,FOS-SUR-MER,"13039","6410746",43.480177363915850,4.926420904001958,Zone Industrielle le Ventillon 13270 Fos-sur-Mer,0.358133805060918,"0.348852374768089",street,13039_98wc35,,Zone Industrielle le Ventillon,Zone Industrielle le Ventillon,"13270",Fos-sur-Mer,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13039",,,,ok,8939.049824238243673,Non,Non Seveso,"4","189"
